"FİRMA ADI","TELEFON","FAKS","WEBSİTE","E-POSTA","ADRES","LOGO"
"ALTINAY HAVACILIK VE İLERİ TEKNOLOJİLER SAN. TİC. A.Ş.","0 (216) 581 32 00","www.altinay.com.tr","info@altinay.com.tr","Sanayi Mah. Teknopark Bulvarı No:1/4A İçkapı No:201-202 34906 Pendik / İstanbul – Turkey ","https://sahaistanbul.org.tr/imgs/300x200x2/ALTINAY_HAVACILIK_VE_YLERY_TEKNOLOJYLER_SAN._TYC._A.Y..jpg"
"ANADOLU DENİZ İNŞAAT KIZAKLARI SANAYİ VE TİCARET A.Ş","0 (216) 446 61 14","www.adik.com.tr","info@adik.com.tr","Anadolu Shipyard – Tersaneler caddesi no:22 Tuzla - İstanbul, Türkiye","https://sahaistanbul.org.tr/imgs/300x200x2/ANADOLU_DENYZ_YNYAAT_KIZAKLARI_SANAYY_VE_TYCARET_A.Y.jpg"
"Anadolu Optomekanik Teknolojileri A.Ş.","0 (346) 218 14 18","www.anadoluoptomekanik.com.tr","info@anadoluoptomekanik.com.tr","Anadolu Optomekanik Teknolojileri A.Ş. 1. OSB. 2. Kısım 5. Cad. No: 10 Merkez / SİVAS","https://sahaistanbul.org.tr/imgs/300x200x2/Anadolu_Optomekanik_Teknolojileri_A.Y..jpg"
"ANDASİS ELEKTRONİK SAN. VE TİC. A.Ş.","0 (216) 510 20 01","www.andasis.com","info@andasis.com","Sanayi Mah. Teknopark Blv. Teknopark İstanbul No:1/1C 1206 Kat:2 Pendik İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/ANDASYS_ELEKTRONYK_SAN._VE_TYC._A.Y..png"
"ANKA MİKROELEKTRONİK SİSTEMLER SANAYİ VE TİCARET LTD.ŞTİ.","0 (262) 502 46 28","www.ankasys.com","accounting@ankasys.com","TÜBİTAK MARTEK Teknoloji ve Geliştirme Bölgesi İdare ve Kuluçka Binası D Blok No:26 Kat:2 D:52 GEBZE/KOCAELİ","https://sahaistanbul.org.tr/imgs/300x200x2/ANKA_MYKROELEKTRONYK_SYSTEM_SANAYY_VE_TYCARET_LTD.YTY..jpg"
"ANKARA PROFESYONEL MAKİNA KALIP PLASTİK YAPI EĞİTİM SANAYİ VE TİCARİ LTD ŞTİ.","0 (312) 395 14 37","www.ankaraprofesyonel.com.tr","info@ankaraprofesyonel.com.tr","Saraykent Sanayi Sitesi 30.Cadde No: 5/A Saray-Kahramankazan – Ankara, Türkiye","https://sahaistanbul.org.tr/imgs/300x200x2/ANKARA_PROFESYONEL_MAKYNA_KALIP_PLASTYK_YAPI_EYYTYM_SANAYY_VE_TYCARY_LTD_YTY..jpg"
"ANOVA ARGE TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.","0 (312) 210 12 45","www.anova.com.tr","info@anova.com.tr","Odtü Met Yerleşkesi Mustafa Kemal Mah. Dumlupınar Bulv. No:280 B Blok Çankaya/Ankara","https://sahaistanbul.org.tr/imgs/300x200x2/ANOVA_ARGE_TEKNOLOJYLERY_SANAYY_VE_TYCARET_A.Y..png"
"ANR MAKİNA SAN. İÇ VE DIŞ TİC. LTD.ŞTİ.","0 (212) 852 12 44","www.anr-engineering.com","ahmet@anr-engineering.com","Osmangazi Mh. 3141 Sk. No:12 Kıraç – Esenyurt / İSTANBUL / TÜRKİYE","https://sahaistanbul.org.tr/imgs/300x200x2/ANR_MAKYNA_SAN._YC_VE_DIY_TYC._LTD.YTY..jpg"
"ANSAN HİDROLİK SAN. MAK. İNŞ. TURZ. TİC. LTD. ŞTİ","0 (262) 341 45 39","www.ansanhidrolik.com.tr","info@ansanhidrolik.com.tr","Acısı Mh. Karaoğlan Cd. No:19/3 Kartepe Kocaeli","https://sahaistanbul.org.tr/imgs/300x200x2/ANSAN_HYDROLYK_SAN._MAK._YNY._TURZ._TYC._LTD._YTY.jpg"
"ANTE GRUP BİLİŞİM TİCARET A.Ş.","0 (312) 285 26 83","www.antegrup.com.tr","info@antegrup.com.tr","Üniversiteler Mah. 1596. Cadde 6.Ar-Ge Binası F Blok Kat:6 Ofis No:7 Beytepe, Çankaya, Ankara","https://sahaistanbul.org.tr/imgs/300x200x2/ANTE_GRUP_BYLYYYM_TYCARET_A.Y..jpg"
"ARD GRUP BİLİŞİM TEKNOLOJİLERİ A.Ş","0 (312) 299 25 95","www.ardgrup.com.tr","info@ardgrup.com.tr","Hacettepe Üniversitesi Teknokent I. ARGE Binası No:20 Çankaya / Ankara","https://sahaistanbul.org.tr/imgs/300x200x2/ARD_GRUP_BYLYYYM_TEKNOLOJYLERY_A.Y.jpg"
"Arena Aydınlatma Reklamcılık San. ve Dış Tic.Ltd.Şti","0 (212) 278 00 30","www.arenareklam.com.tr","info@arenareklam.com.tr","Akçaburgaz Mahallesi 3084 sokak no:3 Esenyurt İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/arena.jpg"
"ARGE ROBOTİK OTOMASYON SAN.TİC.LTD.ŞTİ.","0 (216) 527 27 03","www.argerobotik.com","arifgelen@argerobotik.com","Aydınlar Mah. Mermerciler Cad. No:12 Çekmeköy / İSTANBUL","https://sahaistanbul.org.tr/imgs/300x200x2/ARGE_ROBOTYK_OTOMASYON_SAN.TYC.LTD.YTY..jpg"
"ARGEMSAN EĞİTİM TEKNOLOJİLERİ SAN. VE TİC. A.Ş.","0 (266) 246 22 74","www.argemsan.com","info@argemsan.com","PAŞAALANI MAH. YENİ SANAYİ SİTESİ 60. SK NO:5/1 KARESİ/BALIKESİR","https://sahaistanbul.org.tr/imgs/300x200x2/ARGEMSAN_EYYTYM_TEKNOLOJYLERY_SAN._VE_TYC._A.Y..jpg"
"ARGOS İKLİMLİNDİRME VE HAVALANDIRMA SİSTEMLERİ SAN. VE TİC.LTD.ŞTİ.","0 (232) 864 15 15","www.argosair.com","info@argosair.com","KAZIMKARABEKİR MAH. BEKİR SAYDAM CD. NO 104 A9BLOK NO18-19-20 PANCAR TORBALI/İZMİR","https://sahaistanbul.org.tr/imgs/300x200x2/ARGOS_YKLYMLYNDYRME_VE_HAVALANDIRMA_SYSTEMLERY_SAN._VE_TYC.LTD.YTY..jpg"
"ARGOSAİ TEKNOLOJİ A.Ş.","0 (530) 615 86 63","www.argosai.com","info@argosai.com","Üniversiteler Mah. İhsan Doğramacı Bulvarı ODTÜ KOSGEB Teknoloji Geliştirme Merkezi Binası 31/112 Çankaya Ankara","https://sahaistanbul.org.tr/imgs/300x200x2/ARGOSAY_TEKNOLOJY_A.Y..png"
"ARİL HAVACILIK SAVUNMA SANAYİ ENDÜSTRİYEL TAS.MAK.İTH.İHR.SAN. VE TİC. LTD.ŞTİ.","0 (312) 640 13 55","www.arilhavacilik.com","info@arilhavacilik.com","Uzay Çağı Caddesi 1272. Sokak No 6 Ostim OSB Yenimahalle/ ANKARA","https://sahaistanbul.org.tr/imgs/300x200x2/ARYL_HAVACILIK_SAVUNMA_SANAYY_ENDUSTRYYEL_TAS.MAK.YTH.YHR.SAN._VE_TYC._LTD.YTY..jpg"
"ARMA ELEKTRONİK METAL SAN.VE.TİC.LTD.ŞTİ.","0 (216) 415 24 16","www.arma.com","info@arma.com","Şerifali Mah. Başer Sok. No:37-39 Ümraniye – İstanbul, Türkiye","https://sahaistanbul.org.tr/imgs/300x200x2/ARMA_ELEKTRONYK_METAL_SAN.VE.TYC.LTD.YTY..jpg"
"ARMELSAN SAVUNMA TEKNOLOJİLERİ SAN. VE DIŞ TİC.A.Ş.","0 (216) 527 62 22","www.armelsan.com","info@armelsan.com","POSTANE MAH. OKANDAN SK. NO:10 TUZLA/İSTANBUL","https://sahaistanbul.org.tr/imgs/300x200x2/ARMELSAN_SAVUNMA_TEKNOLOJYLERY_SAN._VE_DIY_TYC.A.Y..jpg"
"ARMOR ISI TRANSFER SAN.TİC.AŞ","0 (364) 254 95 49","www.armor.com.tr","m.koksal@armor.com.tr","","https://sahaistanbul.org.tr/imgs/300x200x2/armor-logo-495x400-1-300x242_3.jpg"
"ARSAN KAUÇUK PLASTİK MAKİNE SANAYİ VE TİCARET A.Ş.","0 (444) 541 0_ __","www.arsankaucuk.com.tr","info@arsankaucuk.com.tr","Şerifali Mahallesi Barbaros Cad. Söyleşi Sok. Maysa Plaza No 15/2 Kat 1 34775 Ümraniye/İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/ARSAN_KAUCUK_PLASTYK_MAKYNE_SANAYY_VE_TYCARET_A.Y..jpg"
"ARSTEKNİK ENDÜSTRİYEL MÜHENDİSLİK SAN. TİC. A.Ş.","0 (262) 330 00 14","www.arsteknik.com.tr","info@arsteknik.com.tr","Köseler Mh.22.Sokak No:22 Dilovası/KOCAELİ","https://sahaistanbul.org.tr/imgs/300x200x2/ARSTEKNYK.jpg"
"ARTE ELEKTRİK ELEKTRONİK İLETİŞİM SAN. İÇ VE DIŞ TİC. LTD. ŞTİ.","0 (216) 305 01 80","www.artepcb.com","info@arteelektronik.com.tr","ÇERKELİ OSB. MAH. İMES 1. BLV. A NO:15 DİLOVASI/KOCAELİ","https://sahaistanbul.org.tr/imgs/300x200x2/ARTE_ELEKTRYK_ELEKTRONYK_YLETYYYM_SAN._YC_VE_DIY_TYC._LTD._YTY..jpg"
"ARTI Mühendislik İnşaat Taahhüt Gemi Sanayi ve Ticaret Ltd. Şti.","0 (216) 446 73 90","www.arti.tc","info@arti.tc","Sanayi Mah. Teknopark Bulv. Yeditepe Üni. ARGE Merkezi No:1/7C/102 Pendik İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/ArtY_Muhendis.jpg"
"ARTRON TASARIM ÜRETİM ELEKTRONİK TİC. A.Ş.","0 (312) 394 19 40","www.artron.com.tr","bilgi@artron.com.tr","Hacettepe Teknokent, Üniversiteler Mah. 1596. Cad. No: 89 Çankaya-Ankara","https://sahaistanbul.org.tr/imgs/300x200x2/ARTRON_TASARIM_URETYM_ELEKTRONYK_TYC._A.Y..png"
"ARTUK AVIATION SAVUNMA SANAYİ VE TİCARET LİMİTED ŞİRKETİ","0 (533) 211 44 16","www.artukaviation.com","onder.artuk@artukaviation.com","Afyonkarahisar Osb Mahallesi 13.(1) Sk. Palalı Lastik Sit. No:4 Merkez/Afyonkarahisar","https://sahaistanbul.org.tr/imgs/300x200x2/ARTUK_AVIATION_SAVUNMA_SANAYY_VE_TYCARET_LYMYTED_YYRKETY.jpg"
"Arvasyon Yazılım Teknolojileri Ltd Şti.","0 (850) 840 78 78","www.vrfuar.com","info@vrfuar.com","TURGUT ÖZAL MAH. 68. SK. ENGIN GROUP NO: 28 İÇ KAPI NO: 7 ESENYURT/ İSTANBUL","https://sahaistanbul.org.tr/imgs/300x200x2/Arvasyon_YazYlYm_Teknolojileri_Ltd_Yti..jpg"
"ASARTECH AR-GE TASARIM MÜHENDİSLİK A.Ş.","0 (216) 514 57 97","www.asatech.com.tr","info@asartech.com.tr","Sanayi Mah. Teknopark Bulv. No:1A BLOK Zemin Kat 215-216-2017 Pendik/İSTANBUL","https://sahaistanbul.org.tr/imgs/300x200x2/ASARTECH_AR-GE_TASARIM_MUHENDYSLYK_A.Y..jpg"
"ASAŞ FİLTRE SANAYİ VE TİCARET ANONİM ŞİRKETİ","0 (326) 618 82 74","www.asasfilter.com","info@asasfilter.com","Nardüzü Mah. 185. Sok. no:41","https://sahaistanbul.org.tr/imgs/300x200x2/ASAY_FYLTRE_SANAYY_VE_TYCARET_ANONYM_YYRKETY.png"
"ASELSAN A.Ş","0 (312) 592 10 00","www.aselsan.com.tr","","","https://sahaistanbul.org.tr/imgs/300x200x2/ASELSAN_A.Y.jpg"
"Aselsannet Elektronik ve Haberleşme Sistemleri Sanayi Ticaret İnşaat Ve Taahhüt Ltd. Şti.","0 (312) 295 46 46","www.aselsannet.com.tr","bilgi@aselsannet.com.tr","Mustafa Kemal Mahallesi, 2130. Sk. No:2 Çankaya/Ankara","https://sahaistanbul.org.tr/imgs/300x200x2/Aselsannet_Elektronik_ve_HaberleYme_Sistemleri_Sanayi_Ticaret_YnYaat_Ve_Taahhut_Ltd._Yti..jpg"
"Asil Çelik Sanayi ve Ticaret A.Ş.","0 (224) 280 61 00","www.asilcelik.com.tr","info@asilcelik.com.tr","Taysad Organize Sanayi Bölgesi 13. Sokak No:3 41420 Şekerpınar/Çayırova/Kocaeli","https://sahaistanbul.org.tr/imgs/300x200x2/Asil_Celik.jpg"
"Asis Elektronik ve Bilişim Sistemleri A.Ş. Odtü Teknokent Şubesi (Asisguard)","0 (908) 505 77 27","www.asisguard.com","info@asisguard.com","Üniversite Mahallesi Sarıgül Sokak 37/1 A Blok 34320 Avcılar İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/Asis_Elektronik_ve_BiliYim_Sistemleri_A.Y._Odtu_Teknokent_Yubesi_Asisguard_1.jpg"
"ASİS OTOMASYON VE AKARYAKIT SİSTEMLERİ A.Ş.","0 (216) 540 64 64","www.asis.com.tr","info@asis.com.tr","Tatlısu Mh. Akif İnan Sk. No:14 Ümraniye-İSTANBUL","https://sahaistanbul.org.tr/imgs/300x200x2/Asis_Elektronik_ve_BiliYim_Sistemleri_A.Y._Odtu_Teknokent_Yubesi_Asisguard.jpg"
"ASKERİ FABRİKA VE TERSANE İŞLETME ANONİM ŞİRKETİ","0 (312) 277 31 00","www.asfat.com.tr","info@asfat.com.tr","Mustafa Kemal Mahallesi Dumlupınar Bulvarı No:252 TOBB İkiz Kuleleri C Blok Kat: 21-22-23 Çankaya /ANKARA 06530","https://sahaistanbul.org.tr/imgs/300x200x2/ASKERY_FABRYKA_VE_TERSANE_YYLETME_ANONYM_YYRKETY.jpg"
"ASLAN MAKİNA SANAYİ","0 (545) 496 96 00","www.aslanmakina.com","info@aslanmakina.com","Ivedik Organize Sanayi 22. Cadde 1451. SokakNo: 37-39Ostim / Ankara -Türkiye","https://sahaistanbul.org.tr/imgs/300x200x2/ASLAN_MAKYNA_SANAYY.jpg"
"ASPİLSAN ENERJİ SAN. VE TİC. A.Ş.","0 (352) 321 12 15","www.aspilsan.com","aspilsan@aspilsan.com","Organize Sanayi Bölgesi 12. Cadde No:8, Melikgazi - Kayseri","https://sahaistanbul.org.tr/imgs/300x200x2/ASPYLSAN_ENERJY_SAN._VE_TYC._A.Y..jpg"
"ASPOWER ENERJİ VE ELEKTRONİK SAN.TİC.A.Ş.","0 (850) 241 05 10","www.aspower.com.tr","aspower@aspower.com.tr","İKİTELLİ OSB MAH. DERSAN B BLOK SK.NO:1 İÇ KAPI NO 137 BAŞAKŞEHİR/İSTANBUL","https://sahaistanbul.org.tr/imgs/300x200x2/ASPOWER_ENERJY_VE_ELEKTRONYK_SAN.TYC.A.Y..jpg"
"ASR KALIP SAN. TİC. LTD. ŞTİ.","0 (216) 457 35 35","www.asrkalip.com.tr","info@asrkalip.com.tr","Mescit Mah. Demokrasi Cd. Bimes Toplu İş. Merkezi B:7 15 Tuzla - İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/ASR_KALIP_SAN._TYC._LTD._YTY..png"
"ASSAN ELEKTRONİK İMALAT PAZARLAMA SAN.TİC.A.Ş.","0 (216) 466 40 64","www.assanelektronik.com.tr","info@assanelektronik.com.tr","Dudullu OSB, Baraj Yolu 2. Cadde No:7 PK:34776 Ümraniye / İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/ASSAN_ELEKTRONYK_YMALAT_PAZARLAMA_SAN.TYC.A.Y..jpg"
"ASSAV MAKİNE SAVUNMA SANAYİ İMALAT VE TİC.LTD.ŞTİ","0 (312) 267 67 67","www.assav.com.tr","info@assav.com.tr","ASSAV Makine Savunma Sanayi İmalat ve Tic. Ltd.Şti.","https://sahaistanbul.org.tr/imgs/300x200x2/ASSAV_MAKYNE_SAVUNMA_SANAYY_YMALAT_VE_TYC.LTD.YTY.jpg"
